participantId,date,venueId,amount,business
10,2022-10-01,662,12.812445018190989,School
10,2022-11-01,662,12.812445018190989,School
10,2022-12-01,662,12.812445018190989,School
10,2023-01-01,662,12.812445018190989,School
10,2023-02-01,662,12.812445018190989,School
10,2023-03-01,662,12.812445018190989,School
10,2023-04-01,662,12.812445018190989,School
10,2023-05-01,662,12.812445018190989,School
11,2022-03-01,123,73.19785214731145,School
11,2022-04-01,123,73.19785214731145,School
11,2022-05-01,123,73.19785214731145,School
11,2022-06-01,123,73.19785214731145,School
11,2022-07-01,123,73.19785214731145,School
11,2022-08-01,123,73.19785214731145,School
11,2022-09-01,123,73.19785214731145,School
11,2022-10-01,123,73.19785214731145,School
11,2022-11-01,123,73.19785214731145,School
11,2022-12-01,123,73.19785214731145,School
11,2023-01-01,123,73.19785214731145,School
11,2023-02-01,123,73.19785214731145,School
11,2023-03-01,123,73.19785214731145,School
11,2023-04-01,123,73.19785214731145,School
11,2023-05-01,123,73.19785214731145,School
12,2022-03-01,262,38.00537955363991,School
12,2022-04-01,262,38.00537955363991,School
12,2022-05-01,262,38.00537955363991,School
12,2022-06-01,262,38.00537955363991,School
12,2022-07-01,262,38.00537955363991,School
12,2022-08-01,262,38.00537955363991,School
12,2022-09-01,262,38.00537955363991,School
12,2022-10-01,262,38.00537955363991,School
12,2022-11-01,262,38.00537955363991,School
12,2022-12-01,262,38.00537955363991,School
12,2023-01-01,262,38.00537955363991,School
12,2023-02-01,262,38.00537955363991,School
12,2023-03-01,262,38.00537955363991,School
12,2023-04-01,262,38.00537955363991,School
12,2023-05-01,262,38.00537955363991,School
13,2022-03-01,662,12.812445018190989,School
13,2022-04-01,662,12.812445018190989,School
13,2022-05-01,662,12.812445018190989,School
13,2022-06-01,662,12.812445018190989,School
13,2022-07-01,662,12.812445018190989,School
13,2022-08-01,662,12.812445018190989,School
13,2022-09-01,662,12.812445018190989,School
13,2022-10-01,662,12.812445018190989,School
13,2022-11-01,662,12.812445018190989,School
13,2022-12-01,662,12.812445018190989,School
13,2023-01-01,662,12.812445018190989,School
13,2023-02-01,662,12.812445018190989,School
13,2023-03-01,662,12.812445018190989,School
13,2023-04-01,662,12.812445018190989,School
13,2023-05-01,662,12.812445018190989,School
14,2022-03-01,662,12.812445018190989,School
14,2022-04-01,662,12.812445018190989,School
14,2022-05-01,662,12.812445018190989,School
14,2022-06-01,662,12.812445018190989,School
14,2022-07-01,662,12.812445018190989,School
14,2022-08-01,662,12.812445018190989,School
14,2022-09-01,662,12.812445018190989,School
14,2022-10-01,662,12.812445018190989,School
14,2022-11-01,662,12.812445018190989,School
14,2022-12-01,662,12.812445018190989,School
14,2023-01-01,662,12.812445018190989,School
14,2023-02-01,662,12.812445018190989,School
14,2023-03-01,662,12.812445018190989,School
14,2023-04-01,662,12.812445018190989,School
14,2023-05-01,662,12.812445018190989,School
15,2022-03-01,262,38.00537955363991,School
15,2022-04-01,262,38.00537955363991,School
15,2022-05-01,262,38.00537955363991,School
15,2022-06-01,262,38.00537955363991,School
15,2022-07-01,262,38.00537955363991,School
15,2022-08-01,262,38.00537955363991,School
15,2022-09-01,262,38.00537955363991,School
15,2022-10-01,262,38.00537955363991,School
15,2022-11-01,262,38.00537955363991,School
15,2022-12-01,262,38.00537955363991,School
15,2023-01-01,262,38.00537955363991,School
15,2023-02-01,262,38.00537955363991,School
15,2023-03-01,262,38.00537955363991,School
15,2023-04-01,262,38.00537955363991,School
15,2023-05-01,262,38.00537955363991,School
16,2022-03-01,662,12.812445018190989,School
16,2022-04-01,662,12.812445018190989,School
16,2022-05-01,662,12.812445018190989,School
16,2022-06-01,662,12.812445018190989,School
16,2022-07-01,662,12.812445018190989,School
16,2022-08-01,662,12.812445018190989,School
16,2022-09-01,662,12.812445018190989,School
16,2022-10-01,662,12.812445018190989,School
16,2022-11-01,662,12.812445018190989,School
16,2022-12-01,662,12.812445018190989,School
16,2023-01-01,662,12.812445018190989,School
16,2023-02-01,662,12.812445018190989,School
16,2023-03-01,662,12.812445018190989,School
16,2023-04-01,662,12.812445018190989,School
16,2023-05-01,662,12.812445018190989,School
17,2022-03-01,262,38.00537955363991,School
17,2022-04-01,262,38.00537955363991,School
17,2022-05-01,262,38.00537955363991,School
17,2022-06-01,262,38.00537955363991,School
17,2022-07-01,262,38.00537955363991,School
17,2022-08-01,262,38.00537955363991,School
17,2022-09-01,262,38.00537955363991,School
17,2022-10-01,262,38.00537955363991,School
17,2022-11-01,262,38.00537955363991,School
17,2022-12-01,262,38.00537955363991,School
17,2023-01-01,262,38.00537955363991,School
17,2023-02-01,262,38.00537955363991,School
17,2023-03-01,262,38.00537955363991,School
17,2023-04-01,262,38.00537955363991,School
17,2023-05-01,262,38.00537955363991,School
18,2022-03-01,943,91.14351384881228,School
18,2022-04-01,943,91.14351384881228,School
18,2022-05-01,943,91.14351384881228,School
18,2022-06-01,943,91.14351384881228,School
18,2022-07-01,943,91.14351384881228,School
18,2022-08-01,943,91.14351384881228,School
18,2022-09-01,943,91.14351384881228,School
18,2022-10-01,943,91.14351384881228,School
18,2022-11-01,943,91.14351384881228,School
18,2022-12-01,943,91.14351384881228,School
18,2023-01-01,943,91.14351384881228,School
18,2023-02-01,943,91.14351384881228,School
18,2023-03-01,943,91.14351384881228,School
18,2023-04-01,943,91.14351384881228,School
18,2023-05-01,943,91.14351384881228,School
19,2022-03-01,662,12.812445018190989,School
19,2022-04-01,662,12.812445018190989,School
19,2022-05-01,662,12.812445018190989,School
19,2022-06-01,662,12.812445018190989,School
19,2022-07-01,662,12.812445018190989,School
19,2022-08-01,662,12.812445018190989,School
19,2022-09-01,662,12.812445018190989,School
19,2022-10-01,662,12.812445018190989,School
19,2022-11-01,662,12.812445018190989,School
19,2022-12-01,662,12.812445018190989,School
19,2023-01-01,662,12.812445018190989,School
19,2023-02-01,662,12.812445018190989,School
19,2023-03-01,662,12.812445018190989,School
19,2023-04-01,662,12.812445018190989,School
19,2023-05-01,662,12.812445018190989,School
20,2022-03-01,662,12.812445018190989,School
20,2022-04-01,662,12.812445018190989,School
20,2022-05-01,662,12.812445018190989,School
20,2022-06-01,662,12.812445018190989,School
20,2022-07-01,662,12.812445018190989,School
20,2022-08-01,662,12.812445018190989,School
20,2022-09-01,662,12.812445018190989,School
20,2022-10-01,662,12.812445018190989,School
20,2022-11-01,662,12.812445018190989,School
20,2022-12-01,662,12.812445018190989,School
20,2023-01-01,662,12.812445018190989,School
20,2023-02-01,662,12.812445018190989,School
20,2023-03-01,662,12.812445018190989,School
20,2023-04-01,662,12.812445018190989,School
20,2023-05-01,662,12.812445018190989,School
21,2022-03-01,662,12.812445018190989,School
21,2022-04-01,662,12.812445018190989,School
21,2022-05-01,662,12.812445018190989,School
21,2022-06-01,662,12.812445018190989,School
21,2022-07-01,662,12.812445018190989,School
21,2022-08-01,662,12.812445018190989,School
21,2022-09-01,662,12.812445018190989,School
21,2022-10-01,662,12.812445018190989,School
21,2022-11-01,662,12.812445018190989,School
21,2022-12-01,662,12.812445018190989,School
21,2023-01-01,662,12.812445018190989,School
21,2023-02-01,662,12.812445018190989,School
21,2023-03-01,662,12.812445018190989,School
21,2023-04-01,662,12.812445018190989,School
21,2023-05-01,662,12.812445018190989,School
22,2022-03-01,662,12.812445018190989,School
22,2022-04-01,662,12.812445018190989,School
22,2022-05-01,662,12.812445018190989,School
22,2022-06-01,662,12.812445018190989,School
22,2022-07-01,662,12.812445018190989,School
22,2022-08-01,662,12.812445018190989,School
22,2022-09-01,662,12.812445018190989,School
22,2022-10-01,662,12.812445018190989,School
22,2022-11-01,662,12.812445018190989,School
22,2022-12-01,662,12.812445018190989,School
22,2023-01-01,662,12.812445018190989,School
22,2023-02-01,662,12.812445018190989,School
22,2023-03-01,662,12.812445018190989,School
22,2023-04-01,662,12.812445018190989,School
22,2023-05-01,662,12.812445018190989,School
23,2022-03-01,943,91.14351384881228,School
23,2022-04-01,943,91.14351384881228,School
23,2022-05-01,943,91.14351384881228,School
23,2022-06-01,943,91.14351384881228,School
23,2022-07-01,943,91.14351384881228,School
23,2022-08-01,943,91.14351384881228,School
23,2022-09-01,943,91.14351384881228,School
23,2022-10-01,943,91.14351384881228,School
23,2022-11-01,943,91.14351384881228,School
23,2022-12-01,943,91.14351384881228,School
23,2023-01-01,943,91.14351384881228,School
23,2023-02-01,943,91.14351384881228,School
23,2023-03-01,943,91.14351384881228,School
23,2023-04-01,943,91.14351384881228,School
23,2023-05-01,943,91.14351384881228,School
24,2022-03-01,662,12.812445018190989,School
24,2022-04-01,662,12.812445018190989,School
24,2022-05-01,662,12.812445018190989,School
24,2022-06-01,662,12.812445018190989,School
24,2022-07-01,662,12.812445018190989,School
24,2022-08-01,662,12.812445018190989,School
24,2022-09-01,662,12.812445018190989,School
24,2022-10-01,662,12.812445018190989,School
24,2022-11-01,662,12.812445018190989,School
24,2022-12-01,662,12.812445018190989,School
24,2023-01-01,662,12.812445018190989,School
24,2023-02-01,662,12.812445018190989,School
24,2023-03-01,662,12.812445018190989,School
24,2023-04-01,662,12.812445018190989,School
24,2023-05-01,662,12.812445018190989,School
25,2022-03-01,662,12.812445018190989,School
25,2022-04-01,662,12.812445018190989,School
25,2022-05-01,662,12.812445018190989,School
25,2022-06-01,662,12.812445018190989,School
25,2022-07-01,662,12.812445018190989,School
25,2022-08-01,662,12.812445018190989,School
25,2022-09-01,662,12.812445018190989,School
25,2022-10-01,662,12.812445018190989,School
25,2022-11-01,662,12.812445018190989,School
25,2022-12-01,662,12.812445018190989,School
25,2023-01-01,662,12.812445018190989,School
25,2023-02-01,662,12.812445018190989,School
25,2023-03-01,662,12.812445018190989,School
25,2023-04-01,662,12.812445018190989,School
25,2023-05-01,662,12.812445018190989,School
26,2022-03-01,662,12.812445018190989,School
26,2022-04-01,662,12.812445018190989,School
26,2022-05-01,662,12.812445018190989,School
26,2022-06-01,662,12.812445018190989,School
26,2022-07-01,662,12.812445018190989,School
26,2022-08-01,662,12.812445018190989,School
26,2022-09-01,662,12.812445018190989,School
26,2022-10-01,662,12.812445018190989,School
26,2022-11-01,662,12.812445018190989,School
26,2022-12-01,662,12.812445018190989,School
26,2023-01-01,662,12.812445018190989,School
26,2023-02-01,662,12.812445018190989,School
26,2023-03-01,662,12.812445018190989,School
26,2023-04-01,662,12.812445018190989,School
26,2023-05-01,662,12.812445018190989,School
27,2022-03-01,262,38.00537955363991,School
27,2022-04-01,262,38.00537955363991,School
27,2022-05-01,262,38.00537955363991,School
27,2022-06-01,262,38.00537955363991,School
27,2022-07-01,262,38.00537955363991,School
27,2022-08-01,262,38.00537955363991,School
27,2022-09-01,262,38.00537955363991,School
27,2022-10-01,262,38.00537955363991,School
27,2022-11-01,262,38.00537955363991,School
27,2022-12-01,262,38.00537955363991,School
27,2023-01-01,262,38.00537955363991,School
27,2023-02-01,262,38.00537955363991,School
27,2023-03-01,262,38.00537955363991,School
27,2023-04-01,262,38.00537955363991,School
27,2023-05-01,262,38.00537955363991,School
28,2022-03-01,262,38.00537955363991,School
28,2022-04-01,262,38.00537955363991,School
28,2022-05-01,262,38.00537955363991,School
28,2022-06-01,262,38.00537955363991,School
28,2022-07-01,262,38.00537955363991,School
28,2022-08-01,262,38.00537955363991,School
28,2022-09-01,262,38.00537955363991,School
28,2022-10-01,262,38.00537955363991,School
28,2022-11-01,262,38.00537955363991,School
28,2022-12-01,262,38.00537955363991,School
28,2023-01-01,262,38.00537955363991,School
28,2023-02-01,262,38.00537955363991,School
28,2023-03-01,262,38.00537955363991,School
28,2023-04-01,262,38.00537955363991,School
28,2023-05-01,262,38.00537955363991,School
29,2022-03-01,662,12.812445018190989,School
29,2022-04-01,662,12.812445018190989,School
29,2022-05-01,662,12.812445018190989,School
29,2022-06-01,662,12.812445018190989,School
29,2022-07-01,662,12.812445018190989,School
29,2022-08-01,662,12.812445018190989,School
29,2022-09-01,662,12.812445018190989,School
29,2022-10-01,662,12.812445018190989,School
29,2022-11-01,662,12.812445018190989,School
29,2022-12-01,662,12.812445018190989,School
29,2023-01-01,662,12.812445018190989,School
29,2023-02-01,662,12.812445018190989,School
29,2023-03-01,662,12.812445018190989,School
29,2023-04-01,662,12.812445018190989,School
29,2023-05-01,662,12.812445018190989,School
30,2022-03-01,662,12.812445018190989,School
30,2022-04-01,662,12.812445018190989,School
30,2022-05-01,662,12.812445018190989,School
30,2022-06-01,662,12.812445018190989,School
30,2022-07-01,662,12.812445018190989,School
30,2022-08-01,662,12.812445018190989,School
30,2022-09-01,662,12.812445018190989,School
30,2022-10-01,662,12.812445018190989,School
30,2022-11-01,662,12.812445018190989,School
30,2022-12-01,662,12.812445018190989,School
30,2023-01-01,662,12.812445018190989,School
30,2023-02-01,662,12.812445018190989,School
30,2023-03-01,662,12.812445018190989,School
30,2023-04-01,662,12.812445018190989,School
30,2023-05-01,662,12.812445018190989,School
31,2022-03-01,943,91.14351384881228,School
31,2022-04-01,943,91.14351384881228,School
31,2022-05-01,943,91.14351384881228,School
31,2022-06-01,943,91.14351384881228,School
31,2022-07-01,943,91.14351384881228,School
31,2022-08-01,943,91.14351384881228,School
31,2022-09-01,943,91.14351384881228,School
31,2022-10-01,943,91.14351384881228,School
31,2022-11-01,943,91.14351384881228,School
31,2022-12-01,943,91.14351384881228,School
31,2023-01-01,943,91.14351384881228,School
31,2023-02-01,943,91.14351384881228,School
31,2023-03-01,943,91.14351384881228,School
31,2023-04-01,943,91.14351384881228,School
31,2023-05-01,943,91.14351384881228,School
32,2022-03-01,262,38.00537955363991,School
32,2022-04-01,262,38.00537955363991,School
32,2022-05-01,262,38.00537955363991,School
32,2022-06-01,262,38.00537955363991,School
32,2022-07-01,262,38.00537955363991,School
32,2022-08-01,262,38.00537955363991,School
32,2022-09-01,262,38.00537955363991,School
32,2022-10-01,262,38.00537955363991,School
32,2022-11-01,262,38.00537955363991,School
32,2022-12-01,262,38.00537955363991,School
32,2023-01-01,262,38.00537955363991,School
32,2023-02-01,262,38.00537955363991,School
32,2023-03-01,262,38.00537955363991,School
32,2023-04-01,262,38.00537955363991,School
32,2023-05-01,262,38.00537955363991,School
33,2022-03-01,123,73.19785214731145,School
33,2022-04-01,123,73.19785214731145,School
33,2022-05-01,123,73.19785214731145,School
33,2022-06-01,123,73.19785214731145,School
33,2022-07-01,123,73.19785214731145,School
33,2022-08-01,123,73.19785214731145,School
33,2022-09-01,123,73.19785214731145,School
33,2022-10-01,123,73.19785214731145,School
33,2022-11-01,123,73.19785214731145,School
33,2022-12-01,123,73.19785214731145,School
33,2023-01-01,123,73.19785214731145,School
33,2023-02-01,123,73.19785214731145,School
33,2023-03-01,123,73.19785214731145,School
33,2023-04-01,123,73.19785214731145,School
33,2023-05-01,123,73.19785214731145,School
34,2022-03-01,662,12.812445018190989,School
34,2022-04-01,662,12.812445018190989,School
34,2022-05-01,662,12.812445018190989,School
34,2022-06-01,662,12.812445018190989,School
34,2022-07-01,662,12.812445018190989,School
34,2022-08-01,662,12.812445018190989,School
34,2022-09-01,662,12.812445018190989,School
34,2022-10-01,662,12.812445018190989,School
34,2022-11-01,662,12.812445018190989,School
34,2022-12-01,662,12.812445018190989,School
34,2023-01-01,662,12.812445018190989,School
34,2023-02-01,662,12.812445018190989,School
34,2023-03-01,662,12.812445018190989,School
34,2023-04-01,662,12.812445018190989,School
34,2023-05-01,662,12.812445018190989,School
35,2022-03-01,662,12.812445018190989,School
35,2022-04-01,662,12.812445018190989,School
35,2022-05-01,662,12.812445018190989,School
35,2022-06-01,662,12.812445018190989,School
35,2022-07-01,662,12.812445018190989,School
35,2022-08-01,662,12.812445018190989,School
35,2022-09-01,662,12.812445018190989,School
35,2022-10-01,662,12.812445018190989,School
35,2022-11-01,662,12.812445018190989,School
35,2022-12-01,662,12.812445018190989,School
35,2023-01-01,662,12.812445018190989,School
35,2023-02-01,662,12.812445018190989,School
35,2023-03-01,662,12.812445018190989,School
35,2023-04-01,662,12.812445018190989,School
35,2023-05-01,662,12.812445018190989,School
36,2022-03-01,662,12.812445018190989,School
36,2022-04-01,662,12.812445018190989,School
36,2022-05-01,662,12.812445018190989,School
36,2022-06-01,662,12.812445018190989,School
36,2022-07-01,662,12.812445018190989,School
36,2022-08-01,662,12.812445018190989,School
36,2022-09-01,662,12.812445018190989,School
36,2022-10-01,662,12.812445018190989,School
36,2022-11-01,662,12.812445018190989,School
36,2022-12-01,662,12.812445018190989,School
36,2023-01-01,662,12.812445018190989,School
36,2023-02-01,662,12.812445018190989,School
36,2023-03-01,662,12.812445018190989,School
36,2023-04-01,662,12.812445018190989,School
36,2023-05-01,662,12.812445018190989,School
37,2022-03-01,262,38.00537955363991,School
37,2022-04-01,262,38.00537955363991,School
37,2022-05-01,262,38.00537955363991,School
37,2022-06-01,262,38.00537955363991,School
37,2022-07-01,262,38.00537955363991,School
37,2022-08-01,262,38.00537955363991,School
37,2022-09-01,262,38.00537955363991,School
37,2022-10-01,262,38.00537955363991,School
37,2022-11-01,262,38.00537955363991,School
37,2022-12-01,262,38.00537955363991,School
37,2023-01-01,262,38.00537955363991,School
37,2023-02-01,262,38.00537955363991,School
37,2023-03-01,262,38.00537955363991,School
37,2023-04-01,262,38.00537955363991,School
37,2023-05-01,262,38.00537955363991,School
38,2022-03-01,262,38.00537955363991,School
38,2022-04-01,262,38.00537955363991,School
38,2022-05-01,262,38.00537955363991,School
38,2022-06-01,262,38.00537955363991,School
38,2022-07-01,262,38.00537955363991,School
38,2022-08-01,262,38.00537955363991,School
38,2022-09-01,262,38.00537955363991,School
38,2022-10-01,262,38.00537955363991,School
38,2022-11-01,262,38.00537955363991,School
38,2022-12-01,262,38.00537955363991,School
38,2023-01-01,262,38.00537955363991,School
38,2023-02-01,262,38.00537955363991,School
38,2023-03-01,262,38.00537955363991,School
38,2023-04-01,262,38.00537955363991,School
38,2023-05-01,262,38.00537955363991,School
39,2022-03-01,662,12.812445018190989,School
39,2022-04-01,662,12.812445018190989,School
39,2022-05-01,662,12.812445018190989,School
39,2022-06-01,662,12.812445018190989,School
39,2022-07-01,662,12.812445018190989,School
39,2022-08-01,662,12.812445018190989,School
39,2022-09-01,662,12.812445018190989,School
39,2022-10-01,662,12.812445018190989,School
39,2022-11-01,662,12.812445018190989,School
39,2022-12-01,662,12.812445018190989,School
39,2023-01-01,662,12.812445018190989,School
39,2023-02-01,662,12.812445018190989,School
39,2023-03-01,662,12.812445018190989,School
39,2023-04-01,662,12.812445018190989,School
39,2023-05-01,662,12.812445018190989,School
40,2022-03-01,262,38.00537955363991,School
40,2022-04-01,262,38.00537955363991,School
40,2022-05-01,262,38.00537955363991,School
40,2022-06-01,262,38.00537955363991,School
40,2022-07-01,262,38.00537955363991,School
40,2022-08-01,262,38.00537955363991,School
40,2022-09-01,262,38.00537955363991,School
40,2022-10-01,262,38.00537955363991,School
40,2022-11-01,262,38.00537955363991,School
40,2022-12-01,262,38.00537955363991,School
40,2023-01-01,262,38.00537955363991,School
40,2023-02-01,262,38.00537955363991,School
40,2023-03-01,262,38.00537955363991,School
40,2023-04-01,262,38.00537955363991,School
40,2023-05-01,262,38.00537955363991,School
41,2022-03-01,662,12.812445018190989,School
41,2022-04-01,662,12.812445018190989,School
41,2022-05-01,662,12.812445018190989,School
41,2022-06-01,662,12.812445018190989,School
41,2022-07-01,662,12.812445018190989,School
41,2022-08-01,662,12.812445018190989,School
41,2022-09-01,662,12.812445018190989,School
41,2022-10-01,662,12.812445018190989,School
41,2022-11-01,662,12.812445018190989,School
41,2022-12-01,662,12.812445018190989,School
41,2023-01-01,662,12.812445018190989,School
41,2023-02-01,662,12.812445018190989,School
41,2023-03-01,662,12.812445018190989,School
41,2023-04-01,662,12.812445018190989,School
41,2023-05-01,662,12.812445018190989,School
42,2022-03-01,123,73.19785214731145,School
42,2022-04-01,123,73.19785214731145,School
42,2022-05-01,123,73.19785214731145,School
42,2022-06-01,123,73.19785214731145,School
42,2022-07-01,123,73.19785214731145,School
42,2022-08-01,123,73.19785214731145,School
42,2022-09-01,123,73.19785214731145,School
42,2022-10-01,123,73.19785214731145,School
42,2022-11-01,123,73.19785214731145,School
42,2022-12-01,123,73.19785214731145,School
42,2023-01-01,123,73.19785214731145,School
42,2023-02-01,123,73.19785214731145,School
42,2023-03-01,123,73.19785214731145,School
42,2023-04-01,123,73.19785214731145,School
42,2023-05-01,123,73.19785214731145,School
43,2022-03-01,262,38.00537955363991,School
43,2022-04-01,262,38.00537955363991,School
43,2022-05-01,262,38.00537955363991,School
43,2022-06-01,262,38.00537955363991,School
43,2022-07-01,262,38.00537955363991,School
43,2022-08-01,262,38.00537955363991,School
43,2022-09-01,262,38.00537955363991,School
43,2022-10-01,262,38.00537955363991,School
43,2022-11-01,262,38.00537955363991,School
43,2022-12-01,262,38.00537955363991,School
43,2023-01-01,262,38.00537955363991,School
43,2023-02-01,262,38.00537955363991,School
43,2023-03-01,262,38.00537955363991,School
43,2023-04-01,262,38.00537955363991,School
43,2023-05-01,262,38.00537955363991,School
44,2022-03-01,662,12.812445018190989,School
45,2022-03-01,262,38.00537955363991,School
45,2022-04-01,262,38.00537955363991,School
45,2022-05-01,262,38.00537955363991,School
45,2022-06-01,262,38.00537955363991,School
